library_book_id,library_id,book_id,qty
459,3,32071,35
460,3,4424,37
461,9,36193,39
462,5,27368,10
463,8,43426,19
464,6,7552,36
465,9,28756,2
466,1,38892,5
467,9,34869,20
468,1,19614,14
469,1,10876,41
470,3,42988,32
471,6,888,40
472,1,16394,20
473,4,28388,39
474,3,34067,30
475,3,40157,6
476,4,10289,41
477,2,44941,31
478,8,4916,12
479,8,25517,16
480,9,30868,31
481,9,264,24
482,10,12787,43
483,1,42558,28
484,9,38788,40
485,2,20692,3
486,4,23946,44
487,5,13194,0
488,6,41379,43
489,4,42986,18
490,6,16793,12
491,1,29501,27
492,9,19998,18
493,10,5307,40
494,8,30067,21
495,5,4315,19
496,4,11616,14
497,4,9784,11
498,10,15827,14
499,4,28429,17
500,8,7138,23
501,2,32656,18
502,3,17356,43
503,1,32071,15
504,2,28417,9
505,9,23061,33
506,2,18089,0
507,4,83,45
508,4,38735,25
509,1,27356,22
510,9,523,35
511,6,13063,31
512,5,11918,17
513,6,18383,44
514,3,30697,42
515,5,14131,38
516,9,29549,45
517,10,8525,7
518,9,24787,0
519,4,22373,28
520,3,20501,12
521,2,4742,17
522,10,30812,2
523,1,9072,42
524,8,44585,4
525,8,27421,3
526,2,20250,29
527,10,5204,43
528,1,11222,18
529,4,5901,1
530,1,31437,18
531,8,44146,37
532,7,30812,4
533,4,22493,30
534,4,18526,30
535,2,33936,20
536,3,31692,30
537,10,16530,9
538,5,26210,32
539,5,28462,4
540,2,32303,44
541,5,3848,31
542,4,23944,1
543,5,15905,15
544,6,5691,43
545,7,24771,40
546,9,22331,33
547,3,493,34
548,6,29140,35
549,1,45223,18
550,4,36609,31
551,9,28674,14
552,2,3101,19
553,7,37305,28
554,8,43878,44
555,3,43328,35
556,6,14286,45
557,6,35669,13
558,7,31294,17
559,7,26154,16
560,9,31490,1
561,1,1377,0
562,5,14012,28
563,4,33446,18
564,2,28251,37
565,5,5942,23
566,6,28078,39
567,9,32686,5
568,7,42430,20
569,9,14389,14
570,3,25142,29
571,2,19065,33
572,3,13423,37
573,5,11970,22
574,7,15786,13
575,7,13739,33
576,6,34504,40
577,5,9457,8
578,2,27514,21
579,6,19677,8
580,7,8768,41
581,9,37032,8
582,1,32637,32
583,1,3431,9
584,4,22288,2
585,4,38650,24
586,7,44535,45
587,10,32430,5
588,6,43979,3
589,1,3145,0
590,5,13951,12
591,9,36399,0
592,4,2822,4
593,1,25012,10
594,6,45352,7
595,2,25956,38
596,3,24904,36
597,10,24521,38
598,10,9961,29
599,10,23260,42
600,4,17355,23
601,3,9370,17
602,10,9539,3
603,7,44649,31
604,10,32560,41
605,5,23037,6
606,1,5159,44
607,2,42390,35
608,6,11932,35
609,1,6671,3
610,10,24414,4
611,6,35288,24
612,2,12275,36
613,8,42177,25
614,9,34443,43
615,1,43723,38
616,3,12169,27
617,6,22399,14
618,5,10785,45
619,2,12401,5
620,8,9539,6
621,1,15534,36
622,10,18241,13
623,4,25807,23
624,8,43380,28
625,7,22297,10
626,4,11121,24
627,4,31898,42
628,2,10429,41
629,7,31960,9
630,3,44524,40
631,8,33001,34
632,6,18718,24
633,3,11048,16
634,2,9863,33
635,6,31813,10
636,3,32987,40
637,4,4588,7
638,2,42020,3
639,4,41088,9
640,8,35896,3
641,8,2529,18
642,10,19844,6
643,10,28539,17
644,2,18031,1
645,2,26482,16
646,2,1305,33
647,3,31196,39
648,2,28462,9
649,8,3873,7
650,5,2299,20
651,5,2581,40
652,1,2442,31
653,3,35986,15
654,9,38338,45
655,5,36047,4
656,6,37067,19
657,8,7512,18
658,5,3087,31
659,4,44537,38
660,5,1479,11
661,8,23601,3
662,1,4664,16
663,3,14326,22
664,5,14768,16
665,2,41088,16
666,4,34600,1
667,7,12537,1
668,6,28664,20
669,1,1730,44
670,9,17762,44
671,6,22616,17
672,9,22060,19
673,1,29,24
674,5,31578,29
675,3,865,8
676,9,32505,3
677,10,25618,39
678,1,444,22
679,9,8581,34
680,10,20219,21
681,3,24381,45
682,5,39311,1
683,3,25198,31
684,1,15015,0
685,10,8178,23
686,5,31076,30
687,7,25355,16
688,9,44595,36
689,9,13469,24
690,4,18913,34
691,2,30174,44
692,1,13206,24
693,4,12540,36
694,9,29941,1
695,7,44543,11
696,2,34789,24
697,7,23065,14
698,3,2767,19
699,7,41538,13
700,3,26579,0
701,9,11347,35
702,4,25875,5
703,7,39418,7
704,9,19885,38
705,1,21370,24
706,10,21277,2
707,10,31181,42
708,2,19400,40
709,5,10968,35
710,1,7789,29
711,3,43348,41
712,7,27006,16
713,7,30029,27
714,5,25516,24
715,1,2855,36
716,9,5219,14
717,6,16452,37
718,5,17905,5
719,3,13927,29
720,10,22559,2
721,1,24786,44
722,7,8737,7
723,3,22485,18
724,2,37530,11
725,10,1703,5
726,9,12398,28
727,4,399,19
728,8,41232,33
729,4,33836,40
730,9,13067,10
731,9,6462,0
732,7,20552,39
733,1,237,1
734,3,27507,24
735,8,10552,33
736,4,3595,23
737,10,30190,29
738,6,14013,21
739,2,33978,22
740,3,13617,20
741,9,43368,18
742,2,21,37
743,1,40051,3
744,1,18877,21
745,4,22292,31
746,10,675,40
747,5,16555,36
748,10,31659,30
749,5,19675,11
750,7,17828,17
751,4,4676,23
752,4,37612,7
753,9,5307,29
754,9,24517,0
755,4,23194,20
756,10,44217,44
757,8,13616,14
758,7,9073,0
759,7,30364,42
760,4,6869,28
761,10,36637,14
762,8,39068,4
763,3,39400,20
764,2,18854,43
765,6,28457,26
766,7,42447,31
767,10,6329,15
768,8,4626,41
769,7,24956,27
770,1,18383,11
771,6,9908,40
772,3,7752,45
773,3,21735,20
774,10,29580,37
775,5,4405,11
776,5,824,14
777,5,9060,12
778,10,33699,3
779,5,23875,7
780,9,13494,39
781,10,30856,23
782,6,17707,10
783,4,9595,17
784,7,21230,14
785,5,5479,44
786,2,12842,29
787,1,41219,16
788,4,24782,19
789,1,44533,2
790,6,31262,26
791,10,42797,19
792,4,17783,41
793,9,1351,44
794,1,2077,1
795,9,2680,26
796,8,18574,38
797,3,40884,25
798,9,22911,3
799,8,4256,21
800,8,10029,41
801,7,7610,10
802,8,8761,0
803,3,8074,40
804,10,130,28
805,5,30598,34
806,2,7140,37
807,5,23814,35
808,3,43884,0
809,6,4360,20
810,4,30616,19
811,2,16357,32
812,7,16271,12
813,3,28558,2
814,9,20813,31
815,5,21430,24
816,1,28463,14
817,2,6216,33
818,7,18728,43
819,5,17593,16
820,4,30458,3
821,2,12648,24
822,3,41695,40
823,9,36334,30
824,4,13839,14
825,4,4662,10
826,9,40030,3
827,7,21530,1
828,7,38501,13
829,3,18753,25
830,1,12468,33
831,7,2921,33
832,10,252,12
833,10,17608,34
834,6,25084,27
835,6,11253,19
836,7,37848,18
837,1,41348,8
838,9,44595,8
839,7,40314,9
840,4,25444,44
841,3,26410,35
842,6,35558,0
843,3,1824,1
844,1,3684,26
845,7,22803,4
846,6,138,5
847,3,28541,37
848,7,30786,15
849,10,21665,9
850,6,36530,17
851,10,37530,3
852,10,44898,5
853,7,18373,25
854,5,15058,25
855,1,841,38
856,1,22355,37
857,6,23240,2
858,4,1281,0
859,9,3530,10
860,10,12473,42
861,1,25433,3
862,9,42728,45
863,6,1526,4
864,5,24604,35
865,10,16895,30
866,10,11697,43
867,1,8698,4
868,4,86,28
869,9,35219,1
870,2,5550,32
871,4,11047,20
872,10,44882,16
873,4,43332,7
874,9,23920,39
875,10,9626,33
876,8,29616,32
877,2,3409,5
878,7,16703,7
879,4,21845,8
880,4,2877,24
881,7,11623,43
882,5,41505,34
883,3,44433,29
884,6,39799,13
885,7,31692,41
886,4,1591,45
887,4,39510,42
888,7,33481,38
889,4,2501,31
890,9,16989,25
891,4,4626,14
892,10,42003,30
893,5,11824,12
894,4,20074,10
895,9,32281,28
896,1,38154,16
897,7,13741,23
898,10,7958,36
899,3,25553,38
900,10,1960,2
901,10,6482,4
902,5,23316,43
903,1,10979,0
904,1,11323,37
905,4,35424,44
906,2,19398,21
907,1,5799,37
908,7,25553,25
909,4,16995,40
910,6,34515,17
911,10,20249,20
912,4,13722,2
913,9,15490,15
914,6,11938,40
915,6,4066,43
916,1,28760,1
917,6,42055,15
918,4,14271,27
919,10,41907,3
920,6,7821,12
921,8,28539,9
922,2,16718,22
923,8,38056,14
924,5,41993,32
925,2,9763,9
926,8,16690,38
927,4,3465,1
928,1,15535,14
929,3,2443,13
930,7,30411,3
931,6,9171,3
932,10,23870,26
933,2,21766,38
934,7,27827,16
935,3,24800,39
936,7,42357,28
937,10,40012,6
938,6,33833,44
939,7,24073,28
940,10,5249,30
941,7,22539,11
942,9,8744,2
943,10,18892,0
944,9,10008,37
945,3,33888,21
946,5,20181,26
947,2,30370,23
948,10,42029,17
949,5,32104,19
950,5,18251,29
951,5,19898,34
952,3,13932,14
953,5,367,34
954,7,4060,18
955,7,30399,34
956,8,45572,0
957,10,5595,10
958,3,22141,16
959,1,33474,13
960,1,25065,41
961,3,29526,26
962,10,27577,41
963,9,15361,10
964,3,22514,24
965,3,22199,23
966,7,10712,19
967,10,7901,4
968,10,34506,6
969,2,29022,3
970,10,38302,34
971,8,22399,28
972,7,1164,12
973,8,1381,36
974,2,38680,43
975,9,30575,42
976,8,8813,39
977,1,41698,2
978,2,12609,38
979,3,29581,44
980,5,19433,7
981,9,22160,44
982,8,43433,17
983,3,41125,41
984,6,1234,18
985,8,16961,39
986,7,664,38
987,8,35100,20
988,9,41426,0
989,7,35882,26
990,4,7366,42
991,4,28756,26
992,7,15430,45
993,8,39504,20
994,10,36904,7
995,5,25737,39
996,9,16807,7
997,7,14495,3
998,8,24589,4
999,5,44536,28
1000,8,14476,13
1001,9,16670,14
1002,7,14169,25
1003,1,7529,16
1004,10,38924,25
1005,3,8953,27
1006,4,11346,26
1007,3,10490,0
1008,4,5157,13
1009,6,7527,45
1010,6,2005,3
1011,10,32501,15
1012,4,5915,1
1013,10,7894,30
1014,10,28538,20
1015,10,2595,38
1016,5,9544,7
1017,1,11019,39
1018,2,302,22
1019,2,19788,28
1020,4,13995,35
1021,8,5346,39
1022,2,12533,6
1023,7,32590,29
1024,5,15294,16
1025,10,11980,26
1026,3,18835,16
1027,4,4415,3
1028,2,34922,32
1029,3,14786,37
1030,2,6475,28
1031,10,14946,5
1032,9,43282,19
1033,7,30633,12
1034,9,39242,9
1035,10,3008,12
1036,6,2494,26
1037,5,24384,36
1038,3,9723,2
1039,8,30194,0
1040,1,5800,24
1041,6,22951,12
1042,1,19043,39
1043,5,15779,35
1044,2,22867,33
1045,10,7027,35
1046,5,36266,28
1047,7,7847,36
1048,10,28733,30
1049,7,22950,6
1050,6,24188,29
1051,6,16033,44
1052,3,31171,35
1053,10,13990,39
1054,6,33451,41
1055,5,22725,35
1056,3,18438,13
1057,3,8703,3
1058,3,41463,20
1059,4,24840,27
1060,4,27500,11
1061,9,37785,25
1062,9,11277,22
1063,3,11297,1
1064,10,13157,8
1065,9,21543,2
1066,9,19090,21
1067,8,23577,41
1068,10,18853,40
1069,9,35249,6
1070,10,34873,44
1071,6,23392,40
1072,2,36893,34
1073,6,25100,7
1074,1,25154,13
1075,3,30384,2
1076,2,11507,19
1077,10,8013,25
1078,3,24785,31
1079,7,31031,32
1080,7,25359,10
1081,6,28455,18
1082,9,6981,42
1083,2,17830,36
1084,10,41900,16
1085,9,18812,12
1086,3,10792,35
1087,6,15584,20
1088,6,6635,13
1089,6,29946,15
1090,9,11043,30
1091,1,39980,18
1092,10,32560,22
1093,7,10912,31
1094,8,11672,22
1095,2,24814,29
1096,5,16228,34
1097,6,3444,33
1098,6,41689,37
1099,9,42693,20
1100,6,13968,7
1101,6,17112,44
1102,2,22549,34
1103,3,29128,15
1104,8,28194,28
1105,1,44186,17
1106,1,22948,32
1107,10,26069,43
1108,4,28480,36
1109,8,24733,42
1110,10,19126,38
1111,7,24073,19
1112,9,15157,40
1113,10,25372,41
1114,9,9704,3
1115,7,44644,31
1116,2,21062,22
1117,7,23392,43
1118,6,13530,20
1119,8,8214,5
1120,4,5571,2
1121,2,36260,9
1122,10,37569,9
1123,8,22994,36
1124,4,14098,29
1125,3,24953,9
1126,2,14498,43
1127,3,44349,29
1128,8,37043,34
1129,7,15361,38
1130,10,37426,34
1131,6,37067,8
1132,7,40152,6
1133,3,1642,29
1134,1,18021,2
1135,7,23242,33
1136,5,2885,1
1137,7,21494,41
1138,6,39307,2
1139,3,13083,19
1140,5,22967,21
1141,6,26298,35
1142,5,27779,2
1143,8,13206,23
1144,8,29159,43
1145,1,43132,25
1146,5,1728,42
1147,7,45194,17
1148,2,8745,32
1149,2,24923,19
1150,10,25142,11
1151,2,3972,33
1152,2,3574,1
1153,6,22994,10
1154,5,36953,12
1155,1,19476,25
1156,9,703,12
1157,7,44949,23
1158,9,28308,17
1159,10,13552,33
1160,1,13589,31
1161,3,2536,22
1162,9,14362,5
1163,6,32584,12
1164,2,35722,14
1165,5,20258,9
1166,2,24613,42
1167,1,11138,43
1168,2,15598,2
1169,8,45279,17
1170,9,33333,35
1171,4,35848,38
1172,7,32530,45
1173,1,5824,40
1174,2,6058,40
1175,8,21845,24
1176,9,12169,17
1177,8,44128,18
1178,7,11762,13
1179,2,9806,15
1180,7,39582,37
1181,5,38619,19
1182,6,3345,26
1183,1,39034,16
1184,5,21930,7
1185,6,8146,40
1186,9,41684,39
1187,8,31177,40
1188,2,17688,31
1189,5,33436,31
1190,10,7141,34
1191,9,32197,11
1192,4,8153,19
1193,1,38030,13
1194,9,5485,44
1195,10,27819,21
1196,7,27557,20
1197,4,43759,45
1198,9,31093,36
1199,2,28735,30
1200,10,34558,42
1201,7,685,16
1202,6,15966,45
1203,2,28942,0
1204,7,7182,33
1205,9,13157,4
1206,7,27451,10
1207,2,28899,28
1208,8,1664,25
1209,7,31911,6
1210,10,39582,14
1211,8,28194,1
1212,4,38650,26
1213,1,2535,6
1214,9,12807,9
1215,6,23945,37
1216,6,9516,27
1217,4,30856,34
1218,7,34016,10
1219,5,8533,24
1220,7,24457,43
1221,10,36522,29
1222,5,3479,0
1223,7,19445,42
1224,1,12090,4
1225,8,43061,17
1226,6,14945,28
1227,2,3803,34
1228,10,12069,18
1229,7,12975,6
1230,8,9149,41
1231,6,13595,42
1232,10,6595,40
1233,3,162,0
1234,1,18800,16
1235,4,21768,43
1236,4,20547,8
1237,5,41590,8
1238,1,21722,15
1239,8,33820,16
1240,1,17238,3
1241,7,10,21
1242,3,9300,12
1243,8,13399,45
1244,3,9362,39
1245,3,2822,32
1246,7,14242,23
1247,5,5168,45
1248,5,38601,30
1249,3,44545,35
1250,4,15650,17
1251,4,42177,21
1252,6,12299,37
1253,5,27763,26
1254,8,17608,35
1255,4,15384,12
1256,1,21829,15
1257,9,8680,15
1258,2,19596,1
1259,1,25709,20
1260,5,463,28
1261,6,2071,19
1262,4,41497,10
1263,4,33185,9
1264,4,7584,38
1265,6,31570,4
1266,2,37326,26
1267,2,28917,44
1268,4,40200,19
1269,3,24525,42
1270,8,27541,39
1271,3,3585,6
1272,4,25172,35
1273,2,25347,8
1274,2,18877,0
1275,4,15688,17
1276,9,16776,3
1277,6,1068,32
1278,4,19634,2
1279,7,18750,15
1280,3,7076,22
1281,5,13603,18
1282,3,18261,26
1283,7,43992,42
1284,4,38650,31
1285,1,21819,3
1286,1,33263,18
1287,4,5169,7
1288,9,7444,39
1289,1,23460,29
1290,5,27897,4
1291,4,32255,32
1292,10,16894,40
1293,8,9503,16
1294,1,6992,12
1295,7,7552,16
1296,6,17279,45
1297,8,12086,33
1298,8,13912,30
1299,5,37040,33
1300,5,10029,26
1301,2,36262,31
1302,6,1206,45
1303,2,35081,22
1304,1,32667,12
1305,9,12288,27
1306,2,9352,15
1307,4,9921,6
1308,7,4140,32
1309,2,35669,14
1310,1,5071,22
1311,2,4664,3
1312,2,44545,22
1313,1,44540,6
1314,1,42439,23
1315,1,35896,43
1316,10,13833,30
1317,2,2706,14
1318,9,830,36
1319,6,44685,31
1320,6,42001,16
1321,3,30053,15
1322,10,4685,5
1323,8,5296,16
1324,4,39181,18
1325,8,37231,28
1326,4,10107,38
1327,5,8758,26
1328,5,19677,20
1329,2,34177,39
1330,5,4069,31
1331,10,24898,10
1332,10,4991,35
1333,7,24298,23
1334,8,11588,44
1335,1,6656,22
1336,1,38986,41
1337,2,41688,1
1338,1,35348,34
1339,10,14719,23
1340,7,30651,36
1341,1,17691,26
1342,5,6615,1
1343,8,39470,20
1344,9,33737,14
1345,1,2176,24
1346,2,29947,36
1347,9,8060,0
1348,6,3419,3
1349,1,38471,23
1350,8,38471,38
1351,3,31483,14
1352,8,11346,11
1353,9,15195,15
1354,3,2949,8
1355,2,10148,3
1356,6,42867,2
1357,3,6528,0
1358,10,6572,44
1359,10,44045,9
1360,6,28810,15
1361,10,44865,8
1362,2,40291,24
1363,9,10208,6
1364,7,40450,25
1365,9,4524,28
1366,3,11324,21
1367,4,1560,35
1368,10,4922,37
1369,7,44649,10
1370,9,35288,21
1371,10,28385,43
1372,10,29579,38
1373,10,9106,0
1374,4,3445,13
1375,10,30518,36
1376,2,19351,43
1377,4,135,27
1378,4,37349,40
1379,5,37186,30
1380,10,45194,9
1381,8,42036,13
1382,7,17022,41
1383,4,3853,6
1384,6,34902,26
1385,3,42818,34
1386,5,5342,31
1387,5,32351,35
1388,6,37952,16
1389,9,28565,8
1390,4,24598,44
1391,10,90,40
1392,8,22559,27
1393,7,43010,3
1394,7,41786,29
1395,6,13100,33
1396,1,207,10
1397,5,4654,37
1398,10,30934,5
1399,8,38500,3
1400,7,35426,39
1401,7,2654,38
1402,8,33453,44
1403,6,19433,22
1404,8,19257,38
1405,10,11463,30
1406,10,44684,11
1407,7,41085,20
1408,3,37064,25
1409,2,14257,15
1410,8,16312,13
1411,8,19384,25
1412,6,21763,23
1413,4,24179,31
1414,3,26131,43
1415,9,13609,12
1416,8,17352,44
1417,7,33565,45
1418,6,45113,1
1419,2,12137,35
1420,7,35313,40
1421,4,12249,8
1422,5,13982,7
1423,5,32501,34
1424,1,4488,24
1425,4,10517,25
1426,7,11296,35
1427,3,25516,42
1428,4,13731,17
1429,4,11289,42
1430,8,2654,25
1431,5,39571,9
1432,5,4479,12
1433,6,19599,13
1434,8,22200,26
1435,5,38340,24
1436,8,1376,15
1437,1,40424,27
1438,10,22591,2
1439,5,21722,37
1440,10,25355,25
1441,3,37189,24
1442,3,30702,20
1443,8,16384,6
1444,9,16703,26
1445,9,19337,38
1446,5,2962,19
1447,1,44531,9
1448,5,8834,23
1449,1,37986,23
1450,8,27323,5
1451,1,44790,17
1452,6,7869,19
1453,6,13155,1
1454,6,2409,23
1455,7,30362,29
1456,6,1274,6
1457,4,33868,31
1458,6,29934,3
1459,3,15316,36
1460,5,5220,1
1461,8,16093,31
1462,4,42867,41
1463,8,10984,37
1464,10,6619,21
1465,7,35134,41
1466,8,24596,38
1467,2,23717,26
1468,5,14684,10
1469,4,22885,0
1470,5,32498,38
1471,4,5417,10
1472,9,3976,23
1473,1,17328,24
1474,6,26588,4
1475,4,18136,44
1476,10,28868,42
1477,2,34510,29
1478,5,1693,10
1479,5,22166,34
1480,2,26206,35
1481,6,13146,35
1482,3,10006,32
1483,4,38288,37
1484,10,11557,35
1485,8,16726,11
1486,3,9031,18
1487,9,11324,22
1488,3,43331,9
1489,9,22438,20
1490,9,4204,31
1491,1,18425,30
1492,5,707,32
1493,1,12143,35
1494,3,9592,2
1495,4,23975,11
1496,6,25409,32
1497,6,12769,17
1498,1,43993,0
1499,6,12147,29
1500,7,13622,1
1501,8,1509,38
