book_author_id,book_id,author_id
1194,2179,3126
1195,2179,2155
1196,2182,3126
1197,2182,7649
1198,2182,2893
1199,2183,3126
1200,2183,7434
1201,2183,2893
1202,2186,3943
1203,2186,1081
1204,2187,3969
1205,2199,2114
1206,2203,1823
1207,2204,8608
1208,2204,4216
1209,2205,34
1210,2205,2712
1211,2209,4560
1212,2211,4223
1213,2211,4400
1214,2218,7793
1215,2219,3999
1216,2222,1741
1217,2226,2358
1218,2227,2358
1219,2228,5439
1220,2228,141
1221,2236,5730
1222,2249,8237
1223,2250,8237
1224,2253,8237
1225,2255,1583
1226,2257,1583
1227,2257,7455
1228,2257,8445
1229,2265,5027
1230,2265,7824
1231,2267,4461
1232,2267,3065
1233,2279,1823
1234,2281,8780
1235,2281,7202
1236,2282,8780
1237,2283,5577
1238,2285,5577
1239,2287,8780
1240,2289,8780
1241,2289,7939
1242,2296,8299
1243,2299,8491
1244,2299,5565
1245,2304,3482
1246,2305,2238
1247,2305,5059
1248,2306,2238
1249,2306,7068
1250,2307,2238
1251,2307,5918
1252,2309,2238
1253,2309,1519
1254,2314,2238
1255,2315,9187
1256,2315,263
1257,2319,9187
1258,2322,2139
1259,2322,4362
1260,2326,2139
1261,2327,3578
1262,2327,3407
1263,2327,1396
1264,2329,3578
1265,2329,1396
1266,2330,7789
1267,2330,3578
1268,2331,3578
1269,2333,3578
1270,2333,1342
1271,2333,8981
1272,2336,983
1273,2338,983
1274,2343,983
1275,2348,2210
1276,2348,21
1277,2353,7911
1278,2353,4752
1279,2367,1823
1280,2368,1823
1281,2370,1823
1282,2371,1823
1283,2372,1823
1284,2373,3965
1285,2375,6763
1286,2378,3965
1287,2386,3313
1288,2386,9064
1289,2388,3808
1290,2388,6659
1291,2388,3313
1292,2389,3313
1293,2389,9064
1294,2390,3313
1295,2390,1047
1296,2400,6093
1297,2400,2178
1298,2404,2977
1299,2404,8847
1300,2404,3313
1301,2407,2273
1302,2409,2977
1303,2409,8847
1304,2409,3313
1305,2411,4663
1306,2412,2373
1307,2423,8275
1308,2430,8275
1309,2442,8524
1310,2443,5740
1311,2443,3116
1312,2445,8359
1313,2452,8544
1314,2452,4897
1315,2473,3326
1316,2473,3035
1317,2486,9134
1318,2486,8090
1319,2494,3154
1320,2494,6675
1321,2494,8306
1322,2494,5640
1323,2495,3154
1324,2495,1517
1325,2495,733
1326,2499,4566
1327,2501,3154
1328,2501,5987
1329,2504,3154
1330,2504,4411
1331,2506,3154
1332,2506,8800
1333,2508,3154
1334,2508,2286
1335,2508,6675
1336,2519,8790
1337,2520,3279
1338,2521,8649
1339,2526,4591
1340,2526,3013
1341,2527,4591
1342,2527,3013
1343,2528,4591
1344,2528,5564
1345,2529,4591
1346,2529,6907
1347,2529,5564
1348,2530,4591
1349,2530,3013
1350,2531,4591
1351,2531,5564
1352,2535,4591
1353,2535,3013
1354,2536,4591
1355,2536,3013
1356,2538,4591
1357,2538,7000
1358,2539,4591
1359,2539,7000
1360,2541,4591
1361,2541,7000
1362,2542,4591
1363,2542,3013
1364,2543,4591
1365,2543,7000
1366,2545,4718
1367,2547,4718
1368,2547,9209
1369,2547,4068
1370,2549,4718
1371,2549,9209
1372,2549,3155
1373,2549,7492
1374,2551,3598
1375,2552,3598
1376,2552,400
1377,2557,5733
1378,2557,440
1379,2560,4684
1380,2560,1863
1381,2567,9134
1382,2581,1680
1383,2584,1687
1384,2584,8661
1385,2584,2872
1386,2586,8352
1387,2586,5708
1388,2595,95
1389,2595,3605
1390,2612,5492
1391,2613,7988
1392,2613,5492
1393,2615,1438
1394,2615,5015
1395,2619,1195
1396,2619,1871
1397,2619,1256
1398,2626,1195
1399,2626,2234
1400,2646,2485
1401,2646,5787
1402,2646,6964
1403,2646,2188
1404,2654,3204
1405,2655,3204
1406,2655,8104
1407,2661,3204
1408,2673,1771
1409,2677,4520
1410,2678,4520
1411,2678,4048
1412,2680,9141
1413,2680,9141
1414,2680,4570
1415,2686,3290
1416,2686,7058
1417,2687,3290
1418,2687,6327
1419,2688,3290
1420,2688,5168
1421,2692,3290
1422,2692,4332
1423,2692,1727
1424,2696,2886
1425,2696,6419
1426,2698,2886
1427,2698,1693
1428,2701,2886
1429,2701,4076
1430,2702,2886
1431,2702,8871
1432,2705,3257
1433,2706,2886
1434,2706,939
1435,2710,2886
1436,2711,2886
1437,2711,5045
1438,2711,2609
1439,2713,2886
1440,2713,8552
1441,2715,5699
1442,2718,1935
1443,2718,4717
1444,2718,7724
1445,2719,6305
1446,2722,32
1447,2722,6910
1448,2723,4953
1449,2725,8928
1450,2725,3171
1451,2725,3225
1452,2725,5180
1453,2727,7930
1454,2727,4193
1455,2727,1235
1456,2731,6940
1457,2735,1770
1458,2743,1670
1459,2745,9108
1460,2745,5856
1461,2749,2146
1462,2756,3903
1463,2756,1993
1464,2761,2547
1465,2761,7841
1466,2761,1607
1467,2767,3388
1468,2768,3388
1469,2768,4834
1470,2768,2423
1471,2770,3388
1472,2770,4834
1473,2770,2423
1474,2778,7287
1475,2781,5291
1476,2785,4503
1477,2794,8614
1478,2802,1720
1479,2804,1720
1480,2810,7658
1481,2810,1452
1482,2811,5470
1483,2814,5470
1484,2815,5470
1485,2815,3009
1486,2817,5470
1487,2817,5816
1488,2819,5470
1489,2820,2766
1490,2820,7140
1491,2820,7692
1492,2821,2766
1493,2821,2673
1494,2822,2766
1495,2823,2766
1496,2823,6172
1497,2823,8019
1498,2826,129
1499,2834,5740
1500,2834,1808
1501,2834,8044
1502,2835,5740
1503,2835,6147
1504,2836,4807
1505,2836,2099
1506,2843,8476
1507,2847,4807
1508,2851,4807
1509,2855,2450
1510,2855,7288
1511,2860,8473
1512,2864,8754
1513,2868,7704
1514,2871,8754
1515,2872,8754
1516,2873,8754
1517,2875,8754
1518,2877,8702
1519,2877,8754
1520,2877,1466
1521,2879,8665
1522,2880,8665
1523,2881,8665
1524,2882,8665
1525,2883,8665
1526,2885,8781
1527,2885,8461
1528,2885,9219
1529,2885,9223
1530,2886,8781
1531,2886,8461
1532,2887,8781
1533,2887,8461
1534,2893,8818
1535,2895,6678
1536,2895,4292
1537,2896,6678
1538,2898,6678
1539,2899,6678
1540,2900,6678
1541,2900,3936
1542,2906,8665
1543,2907,8665
1544,2912,2846
1545,2912,8262
1546,2917,2846
1547,2920,2846
1548,2921,6230
1549,2921,7691
1550,2923,2846
1551,2928,2846
1552,2932,1604
1553,2932,8886
1554,2933,1604
1555,2933,4338
1556,2934,1604
1557,2934,6162
1558,2937,1604
1559,2937,616
1560,2940,1604
1561,2942,1604
1562,2942,5511
1563,2942,1177
1564,2949,5740
1565,2949,6697
1566,2949,1553
1567,2949,8929
1568,2952,5740
1569,2952,5150
1570,2953,5740
1571,2953,3129
1572,2953,5368
1573,2956,5740
1574,2956,3129
1575,2956,4426
1576,2956,8956
1577,2958,5740
1578,2958,2212
1579,2960,5740
1580,2960,2947
1581,2962,5740
1582,2962,6145
1583,2962,2212
1584,2965,5740
1585,2967,5740
1586,2967,5252
1587,2967,8846
1588,2967,6030
1589,2968,5740
1590,2968,1219
1591,2971,5740
1592,2971,1219
1593,2973,5740
1594,2973,5368
1595,2978,3719
1596,2988,5379
1597,2988,994
1598,2988,8252
1599,2997,6351
1600,2998,2655
1601,3003,2655
1602,3003,7876
1603,3004,5768
1604,3004,2655
1605,3004,5401
1606,3004,587
1607,3006,2655
1608,3006,229
1609,3008,2655
1610,3008,6346
1611,3011,421
1612,3014,284
1613,3014,2655
1614,3014,7024
1615,3023,8618
1616,3025,8618
1617,3040,8618
1618,3041,8618
1619,3042,8618
1620,3047,8618
1621,3051,7978
1622,3051,4612
1623,3053,146
1624,3055,146
1625,3056,6566
1626,3061,4958
1627,3061,5501
1628,3065,359
1629,3066,750
1630,3066,4517
1631,3067,750
1632,3067,7478
1633,3068,750
1634,3068,4515
1635,3070,5126
1636,3072,750
1637,3072,153
1638,3075,5895
1639,3075,2418
1640,3084,2418
1641,3087,2206
1642,3088,2206
1643,3088,735
1644,3100,5282
1645,3100,2206
1646,3101,2206
1647,3101,2991
1648,3101,2388
1649,3102,2206
1650,3103,2206
1651,3104,6583
1652,3105,2206
1653,3107,7490
1654,3113,3055
1655,3117,3053
1656,3119,3053
1657,3120,3053
1658,3130,1905
1659,3142,3523
1660,3142,9057
1661,3144,3907
1662,3145,3907
1663,3147,3523
1664,3147,6618
1665,3152,3907
1666,3155,3907
1667,3155,5466
1668,3156,3907
1669,3156,5466
1670,3167,7004
1671,3167,738
1672,3207,7004
1673,3207,7178
1674,3231,7004
1675,3231,738
1676,3232,545
1677,3232,8915
1678,3248,544
1679,3248,6881
1680,3248,3432
1681,3254,2585
1682,3254,2992
1683,3258,1769
1684,3258,7363
1685,3258,77
1686,3258,8120
1687,3258,2585
1688,3273,105
1689,3280,2507
1690,3283,385
1691,3283,6562
1692,3283,7232
1693,3290,3500
1694,3290,5572
1695,3291,3500
1696,3293,3500
1697,3293,7260
1698,3293,4900
1699,3298,3500
1700,3300,3500
1701,3300,5572
1702,3301,3500
1703,3302,3500
1704,3303,3500
1705,3304,3500
1706,3304,5572
1707,3311,9146
1708,3316,3523
1709,3316,2559
1710,3325,3907
1711,3325,4008
1712,3340,5699
1713,3340,7806
1714,3341,5699
1715,3341,1559
1716,3343,5699
1717,3344,5699
1718,3345,5699
1719,3346,5699
1720,3347,5699
1721,3348,5699
1722,3348,7806
1723,3351,6551
1724,3351,3760
1725,3351,1616
1726,3351,6050
1727,3351,1911
1728,3351,7184
1729,3351,7372
1730,3351,8323
1731,3351,1920
1732,3357,3565
1733,3359,8922
1734,3359,3611
1735,3368,8271
1736,3384,2146
1737,3388,5377
1738,3402,2621
1739,3402,7893
1740,3403,5127
1741,3404,5127
