author_id,author_name
136,Albert Ellis
137,Albert G. Spalding
138,Albert Hackett
139,Albert Hofstadter
140,Albert Jack
141,Albert Lee Strickland
142,Albert Marrin
143,Albert Speer
144,Albert Wittstock
145,Alberto Coscarelli
146,Alcoholics Anonymous
147,Alden T. Vaughan
148,Aldon D. Morris
149,Aldous Huxley
150,Alec Effinger
151,Alec MacLellan
152,Alec Stevens
153,Aleksandar Hemon
154,Aleksandr Ivanovich Kuprin
155,Aleksandr Solzhenitsyn
156,Aleksey Ivanov
157,Alev Lytle Croutier
158,Alex Austin
159,Alex C. Jones
160,Alex Constantine
161,Alex Cox
162,Alex Garland
163,Alex Gaskarth
164,Alex Kava
165,Alex Kershaw
166,Alex Kotlowitz
167,Alex Prud'Homme
168,Alex Robinson
169,Alex Ross
170,Alex Went
171,Alexander  Walker
172,Alexander C. Irvine
173,Alexander Heidel
174,Alexander Hunter
175,Alexander McCall Smith
176,Alexander Nehamas
177,Alexander O. Smith
178,Alexander Payne
179,Alexander Pope
180,Alexander Pushkin
181,Alexander Scourby
182,Alexander Theroux
183,Alexandra Boiger
184,Alexandra Ivy
185,Alexandra Moss
186,Alexandra Robbins
187,Alexandra Siy
188,Alexandra Wallner
189,Alexandre Dumas
190,Alexandre Dumas fils
191,Alexis Kirsch
192,Alexis de Tocqueville
193,Alfred Appel
194,Alfred Bester
195,Alfred Birnbaum
196,Alfred D. Chandler Jr.
197,Alfred Hitchcock
198,Alfred Huang
199,Alfred J. Church
200,Alfred Siewers
201,Alfred Uhry
202,Alfredo Crespo
203,Algernon Blackwood
204,Ali Douglass
205,Ali Vali
206,Alice   Miller
207,Alice Dalgliesh
208,Alice Hoffman
209,Alice Hudson
210,Alice Kaplan
211,Alice Mayhew
212,Alice Medrich
213,Alice Munro
214,Alice Randall
215,Alice Sebold
216,Alice Walker
217,Alice Wong
218,Alicia Suskin Ostriker
219,Alisa Freedman
220,Alisa Klayman-Grodsky
221,Alisa Valdes
222,Alison Anderson
223,Alison Baverstock
224,Alison Bechdel
225,Alison Boardman
226,Alison Goodman
227,Alison Kent
228,Alison Leslie Gold
229,Alison Lurie
230,Alison Pace
231,Alison Weir
232,Alistair Horne
233,Alistair MacLeod
234,Alistair McCallum
235,Alistair Moffat
236,Alistair Welchman
237,Alister E. McGrath
238,Aljean Harmetz
239,Allan Bloom
240,Allan C. Weisbecker
241,Allan Cameron
242,Allan Curless
243,Allan Drummond
244,Allan Janik
245,Allan Kozinn
246,Allan Rosenberg
247,Allan Ulrich
248,Allan Zola Kronzek
249,Allegra Goodman
250,Allen Carr
251,Allen Ginsberg
252,Allen J. Frantzen
253,Allen Mackey
254,Allen Mandelbaum
255,Allen Noren
256,Allen Rogers Benner
257,Allen W. Wood
258,Allison Markin Powell
259,Allison Pearson
260,Alma Flor Ada
261,Alma MacDougall Reising
262,Alonzo C. Addison
263,Alton Raible
264,Alvin L. Reid
265,Alyssa  Harad
266,Amanda Ann Klein
267,Amanda Clark
268,Amanda Eyre Ward
269,Amanda Hemingway
270,Amanda Hopkinson
271,Amanda Root
272,Amartya Sen
273,Ambrose Bierce
274,Amelia Atwater-Rhodes
275,America's Test Kitchen
276,American Academy of Pediatrics
277,Amiira Ruotola (-Behrendt)
278,Amir D. Aczel
279,Amiri Baraka
280,Amitav Ghosh
281,Amos Oz
282,Amy Berner
283,Amy Carter
284,Amy Cotler
285,Amy Goldman Koss
286,Amy Gutmann
287,Amy H. Sturgis
288,Amy Hempel
289,Amy Hill Hearth
290,Amy Krouse Rosenthal
291,Amy L. Marsland
292,Amy Mandelker
293,Amy Sedaris
294,Amy Sickels
295,Amy Sohn
296,Amy Tan
297,Amy Taubin
298,Amy Welborn
299,Ana Alcaina
300,Ana Alcaina Pérez
301,Ana Falcão Bastos
302,Ana Juan
303,Ana María de la Fuente
304,Anaximander
305,Anaximenes
306,Anaïs Nin
307,Anca Munteanu
308,Ande Parks
309,Anders Nilsen
310,Anderson Cooper
311,Andre Dubus
312,Andre Dubus III
313,Andre Duza
314,Andre Norton
315,Andrea Camilleri
316,Andrea Juno
317,Andrea Levy
318,Andrea Lingenfelter
319,Andrea Wilson Nightingale
320,Andreas  Schwarz
321,Andreas Gursky
322,Andreas J. Köstenberger
323,Andrei Codrescu
324,Andrew      Hunt
325,Andrew    Hunt
326,Andrew Brown
327,Andrew Carnegie
328,Andrew Cartmel
329,Andrew Collins
330,Andrew Darling
331,Andrew Delbanco
332,Andrew Dennis
333,Andrew Edwin Jenkins
334,Andrew Elfenbein
335,Andrew Ford
336,Andrew Glass
337,Andrew Gross
338,Andrew Gurr
339,Andrew Heintzman
340,Andrew Helfer
341,Andrew Hurley
342,Andrew Hussey
343,Andrew J. Offutt
344,Andrew James McLean
345,Andrew Klavan
346,Andrew Lang
347,Andrew Leak
348,Andrew M. Greeley
349,Andrew McNeillie
350,Andrew Moore
351,Andrew O'Hagan
352,Andrew P. Trout
353,Andrew Pepoy
354,Andrew R. MacAndrew
355,Andrew Robert Burn
356,Andrew S. Becker
357,Andrew Scull
358,Andrew Solomon
359,Andrew Weil
360,Andrew X. Pham
361,André Maurois
362,Andrés Duany
363,Andy Crouch
364,Andy Frankham-Allen
365,Andy Gordon
366,Andy Griffiths
367,Andy Grundberg
368,Andy Hertzfeld
369,Andy Hunt
370,Andy Kubert
371,Andy Mastrocinque
372,Andy McNab
373,Andy Russell
374,Andy Warhol
375,Anette M. Pedersen
376,Angel M.Y. Lin
377,Angela Barrett
378,Angela Carter
379,Angela J. Linn
380,Angela Knight
381,Angela Scholar
382,Angela Zeman
383,Angelo  Rinaldi
384,Angus Easson
385,Angus Gellatly
386,Angus Wells
387,Anita Desai
388,Anita Diamant
389,Anita Hoffman
390,Anita Shreve
391,Anita Thompson
392,Anjali Singh
393,Anjelica Huston
394,Ann  Douglas
395,Ann  O'Leary
396,Ann Abramson
397,Ann Bausum
398,Ann Beattie
399,Ann Brashares
400,Ann Charters
401,Ann Druyan
402,Ann Dunnigan
403,Ann Finding
404,Ann Granger
405,Ann Hewetson
406,Ann Hodgman
407,Ann M. Martin
408,Ann Major
409,Ann Margaret Lewis
410,Ann Maxwell
411,Ann McGovern
412,Ann Packer
413,Ann Page
414,Ann Patchett
415,Ann Rinaldi
416,Ann Romines
417,Ann Rule
418,Ann Schweninger
419,Ann Tashi Slater
420,Ann Thompson
421,Ann Thwaite
422,Ann-Marie MacDonald
423,Anna Austen Lefroy
424,Anna Brailovsky
425,Anna Deavere Smith
426,Anna Fields
427,Anna Hamilton Phelan
428,Anna J.
429,Anna J. Evans
430,Anna Massey
431,Anna Maxted
432,Anna Moschovakis
433,Anna Okabe
434,Anna Paterson
435,Anna Quindlen
436,Anna Sewell
437,Anna Tambour
438,Anna Wintour
439,Annalee Allen
440,Annalyn Swan
441,Anne   Born
442,Anne Borchardt
443,Anne Brontë
444,Anne Carson
445,Anne Chisholm
446,Anne Dehne
447,Anne Easter Smith
448,Anne Elizabeth Moore
449,Anne Fadiman
450,Anne Frank
451,Anne Hoppus
452,Anne K. Mellor
453,Anne Lamott
454,Anne Macdonald
455,Anne Mazer
456,Anne McCaffrey
457,Anne McLean
458,Anne Michaels
459,Anne Millard
460,Anne Moody
461,Anne Morrow Lindbergh
462,Anne Olivier Bell
463,Anne Perry
464,Anne Rampling
465,Anne Rice
466,Anne Stuart
467,Anne Tyler
468,Anne Yvonne Gilbert
469,Anne-Marie Duff
470,Anne-Marie Martin
471,Annette Lavers
472,Annette Meyers
473,Annette Smith
474,Annie Dillard
475,Annie Proulx
476,Annie Sparrow
477,Anonymous
478,Anri Itō
479,Ansel Adams
480,Anselm of Canterbury
481,Anthea Bell
482,Anthony  Lewis
483,Anthony Bonner
484,Anthony Boucher
485,Anthony Bourdain
486,Anthony Bower
487,Anthony Briggs
488,Anthony Burgess
489,Anthony Calderbank
490,Anthony Cronin
491,Anthony Curtis
492,Anthony D. Pellegrini
493,Anthony DeCurtis
494,Anthony E. Wolf
495,Anthony F.C. Wallace
496,Anthony Gerard
497,Anthony Grafton
498,Anthony H. Chambers
499,Anthony Heald
500,Anthony Hern
501,Anthony J. Cascardi
502,Anthony Kenny
503,Anthony Kerringan
504,Anthony Kiedis
505,Anthony Loyd
506,Anthony M. Esolen
507,Anthony Mcreavy
508,Anthony Minghella
509,Anthony Oldcorn
510,Anthony Powell
511,Anthony Quinton
512,Anthony Richard Birley
513,Anthony Rizcallah Ferris
514,Anthony Robbins
515,Anthony S. Fauci
516,Anthony Shadid
517,Anthony Thorlby
518,Anthony Thwaite
519,Anthony Tully
520,Antoine de Saint-Exupéry
521,Anton C. Pegis
522,Anton Chekhov
523,Anton Lesser
524,Anton Myrer
525,Antonia Fraser
526,Antonia Juhasz
527,Antonin Artaud
528,Antonina W. Bouis
529,Antonio Gramsci
530,Antonio Negri
531,Antonio Polito
532,Antonio Samons
533,Antony Beevor
534,Antony Johnston
535,Antony Shugaar
536,Anya Seton
537,Apollodorus
538,Apostolos N. Athanassakis
539,April Jones Prince
540,Architecture For Humanity
541,Ariel Levy
542,Arielle Ford
543,Arien Mack
544,Aristophanes
545,Aristotle
546,Arkangel Cast
547,Arlene Eisenberg
548,Arliss Howard
549,Armand Marie Leroi
550,Armistead Maupin
551,Arnold Gingrich
552,Arnold Goldman
553,Arnold Kotler
554,Arnold Rampersad
555,Arnold Vedlitz
556,Arnon Grunberg
557,Aron Eisenberg
558,Art Cooper
559,Art Spiegelman
560,Art Spielman
561,Art Thibert
562,Artem Drabkin
563,Artemis Cooper
564,Arthur  Miller
565,Arthur Agatston
566,Arthur Bennett
567,Arthur C. Clarke
568,Arthur Conan Doyle
569,Arthur Cooper
570,Arthur Doye
571,Arthur Edward Waite
572,Arthur G. Chater
573,Arthur Golden
574,Arthur Goldhammer
575,Arthur H. Samuelson
576,Arthur Herzog III
577,Arthur J. Roth
578,Arthur Knodel
579,Arthur Koestler
580,Arthur M. Schlesinger Jr.
581,Arthur Machen
582,Arthur Morey
583,Arthur Naiman
584,Arthur Nersesian
585,Arthur P. Yin
586,Arthur Plotnik
587,Arthur Pober
588,Arthur Rackham
589,Arthur Raleigh Humphreys
590,Arthur S. Wensinger
591,Arthur Schopenhauer
592,Arthur Yorinks
593,Artists and Writers Guild
594,Arto Häilä
595,Arturo Pérez-Reverte
596,Arundhati Roy
597,Ashley Gardner
598,Ashley Shannon
599,Ashley Wood
600,Astre Mithrandir
601,Astrid Lindgren
602,Atul Gawande
603,Aubrey Williams
604,Aubrey de Sélincourt
605,Audre Lorde
606,Audrey Niffenegger
607,Audrey Penn
608,August Derleth
609,August Wilson
610,Augusten Burroughs
611,Augustine of Hippo
612,Aurelio Voltaire
613,Aurora Echevarría
614,Austin Tichenor
615,Avatar Polymorph
616,Avi
617,Avigdor Kahalani
618,Avrahm Yarmolinsky
619,Ayako Watanabe
620,Aylmer Maude
621,Ayn Rand
622,Azar Nafisi
623,Azzedine Haddour
624,B. Deutsch
625,B. Litt
626,B.B. Rogers
627,B.C.J.G. Knight
628,B.J. McCall
629,B.K. Beckwith
630,Babette Rothschild
631,Babette Smith
632,Bagram Ibatoulline
633,Baillie Tolkien
634,Bambi Eloriaga
635,Barack Obama
636,Barb Jernigan
637,Barbara  Newman
638,Barbara A. Mowat
639,Barbara A. Turner
640,Barbara Ann Brennan
641,Barbara Berst Adams
642,Barbara Bottner
643,Barbara Bray
644,Barbara Bretton
645,Barbara Caruso
646,Barbara Cleverly
647,Barbara Cohen
648,Barbara Coloroso
649,Barbara Conklin
650,Barbara Cooney
651,Barbara Davilman
652,Barbara Delaplace
653,Barbara E. Martin
654,Barbara Ehrenreich
655,Barbara Fairchild
656,Barbara Hambly
657,Barbara Haworth-Attard
658,Barbara Kerley
659,Barbara Kingsolver
660,Barbara Leonie Picard
661,Barbara M. Walker
662,Barbara Nadel
663,Barbara Park
664,Barbara Reynolds
665,Barbara Richard
666,Barbara Siegel
667,Barbara Smuts
668,Barbara T. Cooper
669,Barbara Taylor Bradford
670,Barbara W. Tuchman
671,Barbara Weiden Boyd
672,Barbara Wright
673,Bard E. O'Neill
674,Bard Thompson
675,Barney Tobey
676,Barrett Whitener
677,Barrie D. Coate
678,Barrie Trinkle
679,Barrington Moore Jr.
680,Barron's
681,Barry  Lopez
682,Barry  Smith
683,Barry Chubin
684,Barry Day
685,Barry Eisler
686,Barry Glassner
687,Barry Hughart
688,Barry M. Andrews
689,Barry Menikoff
690,Barry Miles
691,Barry Moser
692,Barry N. Malzberg
693,Barry Pateman
694,Barry R. Cournoyer
695,Barry Schwartz
696,Barry Z. Posner
697,Bart D. Ehrman
698,Bart G. Farkas
699,Bart King
700,Barthe DeClements
701,Bartholomew Gill
702,Barton Zwiebach
703,Baruch Spinoza
704,Basil Mahon
705,Basil Pao
706,Basilio Losada
707,Bathroom Readers' Institute
708,Be-Papas
709,Be-Pas
710,Beatrix Potter
711,Beau Bridges
712,Bebe Moore Campbell
713,Becky Ann Baker
714,Belva Plain
715,Ben Avery
716,Ben Bova
717,Ben Carson
718,Ben Counter
719,Ben Elton
720,Ben Katchor
721,Ben M. Baglio
722,Ben Marcus
723,Ben Mezrich
724,Ben Mikaelsen
725,Ben Ohlander
726,Ben Oliver
727,Ben R. Kaplan
728,Ben Schoen
729,Ben Schott
730,Ben Shahn
731,Ben Templesmith
732,Ben Wasson
733,Benjamin Beard
734,Benjamin Chaud
735,Benjamin DeMott
736,Benjamin F. Fisher
737,Benjamin James Sadock
738,Benjamin Jowett
739,Benjamin Martinez
740,Bennett Cerf
741,Bentley Little
742,Berlitz Publishing Company
743,Bernard Bador
744,Bernard Cohen
745,Bernard Cornwell
746,Bernard DeVoto
747,Bernard Frechtman
748,Bernard Knox
749,Bernard Lewis
750,Bernard Malamud
751,Bernard Taper
752,Bernard Williams
753,Bernd Matzkowski
754,Bernice Kert
755,Bernie Wrightson
756,Bert G. Hornback
757,Berta Platas
758,Bertrand Russell
759,Beryl Bainbridge
760,Beryl Markham
761,Bessie Head
762,Beth A. Jones
763,Beth Chaplin
764,Beth Cuthand
765,Beth Dunfey
766,Beth Hensperger
767,Beth Kendrick
768,Beth Moore
769,Bethany Roberts
770,Betina Ogden
771,Betsy Lewin
772,Bette Greene
773,Better Homes and Gardens
774,Bettina Blanch Tyroller
775,Betty  Smith
776,Betty David
777,Betty Friedan
778,Betty Jay
779,Betty MacDonald
780,Betty Mahmoody
781,Betty McCollum
782,Betty Neels
783,Betty Radice
784,Bev Vincent
785,Beverly Cleary
786,Beverly Daniel Tatum
787,Bianca Southwood
788,Bill   Phillips
789,Bill  Bryson
790,Bill Bettencourt
791,Bill Brittain
792,Bill Brown
793,Bill Bryson
794,Bill Buford
795,Bill Clinton
796,Bill Cosby
797,Bill Dodge
798,Bill Farrel
799,Bill Fawcett
800,Bill Gardner
801,Bill Hurter
802,Bill Hybels
803,Bill Irwin
804,Bill Johnston
805,Bill Maher
806,Bill Miller
807,Bill Moyers
808,Bill Nichols
809,Bill Phillips
810,Bill Pittman
811,Bill Plaschke
812,Bill Potter
813,Bill Pronzini
814,Bill Richardson
815,Bill Robertie
816,Bill Sienkiewicz
817,Bill Veeck
818,Bill Watterson
819,Bill Willingham
820,Bill Wittliff
821,Billie Letts
822,Billy Collins
823,Billy Crystal
824,Billy Goldberg
825,Billy Merrell
826,Billy Mills
827,Billy Wilder
828,Binjamin W. Segel
829,Birgit Brandau
830,Black Elk
831,Blaine M. Yorgason
832,Blair Brown
833,Blaise Pascal
834,Blake Cahoon
835,Blake Morrison
836,Blake Nelson
837,Blake Nevius
838,Blanca Ríos
839,Bob      Smith
840,Bob Blaisdell
841,Bob Carrau
842,Bob Colacello
843,Bob Cullen
844,Bob Dylan
845,Bob Haney
846,Bob Hines
847,Bob Lappan
848,Bob Madgic
849,Bob Marley
850,Bob McCabe
851,Bob McLeod
852,Bob Phillips
853,Bob Shaw
854,Bob Spitz
855,Bob Tarte
856,Bob Walters
857,Bob Woodward
858,Bobbi Smith
859,Bobby Baldwin
860,Bobby Flay
861,Bobby Henderson
862,Bodie Thoene
863,Boethius
864,Boniface Ramsey
865,Bonnie Burton
866,Bonnie Kime Scott
867,Bonnie Lisle
868,Bonnie Mackain
869,Bonnie Timmons
870,Borden Deal
871,Boris Grabnar
872,Boris Pasternak
873,Boris Vian
874,Brad Inwood
875,Brad Leithauser
876,Brad Meltzer
877,Brad Thor
878,Brad Walker
879,Brady Games
880,Bram Stoker
881,Brandon Badeaux
882,Brandon Mull
883,Brantley Johnson
884,Brenda Cooper
885,Brenda G. Bare
886,Brenda Jackson
887,Brenda Joyce
888,Brenda K. Marshall
889,Brenda Novak
890,Brenda Walpole
891,Brendan Connell
892,Brendan DuBois
893,Brendan Frayne
894,Brendan Gill
895,Brent Hoff
896,Brenton G. Yorgason
897,Breon Mitchell
898,Bret Easton Ellis
899,Bret Norris
900,Brett Booth
901,Brett Hartinge
902,Brian  Doyle
903,Brian  Nelson
904,Brian  Phillips
905,Brian  Wood
906,Brian Ajhar
907,Brian Antoni
908,Brian Azzarello
909,Brian Bolland
910,Brian Boyd
911,Brian Braithwaite
912,Brian Campbell
913,Brian Ching
914,Brian Copeland
915,Brian D. McLaren
916,Brian Doherty
917,Brian Floca
918,Brian Greene
919,Brian Hall
920,Brian Herbert
921,Brian Hooker
922,Brian J. Robb
923,Brian Jacques
924,Brian James
925,Brian James Freeman
926,Brian Johnston
927,Brian K. Vaughan
928,Brian L. Weiss
929,Brian M. Sammons
930,Brian McGuinness
931,Brian McNaughton
932,Brian Michael Bendis
933,Brian Nishil
934,Brian P. Flannery
935,Brian Rotman
936,Brian Selznick
937,Brian Sibley
938,Brian Stableford
939,Brian Stone
940,Brian Tracy
941,Brian Troxell
942,Brian Unger
943,Brian W. Aldiss
944,Brian Yoon
945,Brice Matthieussent
946,Bridget Foley
947,Brigid Avison
948,Brigitte Lefevre
949,Brion Gysin
950,Brittiany A. Koren
951,Brock Thoene
952,Brooke Allen
953,Broughton Coburn
954,Brown  Son & Ferguson
955,Bruce Alvin King
956,Bruce Arnold
957,Bruce Bethke
958,Bruce Campbell
959,Bruce Catton
960,Bruce Coville
961,Bruce Cumings
962,Bruce Degen
963,Bruce E. Bursten
964,Bruce Edward Walker
965,Bruce Feiler
966,Bruce H. Wilkinson
967,Bruce Harbert
968,Bruce Holland Rogers
969,Bruce Kuklick
970,Bruce L. Edwards
971,Bruce Patton
972,Bruce Rogers
973,Bruce Spizer
974,Bruce Sterling
975,Bryan Collier
976,Bryan Hitch
977,Bryan J.L. Glass
978,Bryan Lee O'Malley
979,Bryan Magee
980,Bryan Sykes
981,Bryan Talbot
982,Bryan W. Van Norden
983,Bryce Courtenay
984,Buchi Emecheta
985,Buck Schirner
986,Burt Reynolds
987,Burton G. Malkiel
988,Burton Pike
989,Burton Raffel
990,Butch Patrick
991,Buzz Aldrin
992,Buzz Bissinger
993,C. Hassell Bullock
994,C. Michael Dudash
995,C. Patrick Doncaster
996,C. Thomas Wass
997,C. Vann Woodward
998,C.B. Cebulski
999,C.B. Mordan
1000,C.D. Payne
1001,C.D.B. Bryan
1002,C.D.C. Reeve
1003,C.E. Murphy
1004,C.F. Smith
1005,C.G. Jung
1006,C.H. Sisson
1007,C.J. Cherryh
1008,C.J. Critt
1009,C.J. Friedrich
1010,C.J. Henderson
1011,C.J. Rowe
1012,C.K. Scott Moncrieff
1013,C.L. Moore
1014,C.M. Kornbluth
1015,C.P. Otero
1016,C.S. Friedman
1017,C.S. Harris
1018,C.S. Lewis
1019,C.W. Scott-Giles
1020,CLAMP
1021,Cait London
1022,Caitlin Brennan
1023,Caitlín R. Kiernan
1024,Caldwell B. Esselstyn Jr.
1025,Caleb Carr
1026,Camellia Panjabi
1027,Cameron Sinclair
1028,Cameron Stewart
1029,Camila Batlles
1030,Camille Cauti
1031,Camille Kingsolver
1032,Camino Estañ Requeni
1033,Campbell Scott
1034,Candace Bushnell
1035,Candace Schuler
1036,Candace Ward
1037,Candida Höfer
1038,Canon  Doyle
1039,Cao Xuân Việt Khương
1040,Cara Black
1041,Cara Lockwood
1042,Cara Williams
1043,Carl Barks
1044,Carl Bode
1045,Carl Dennis
1046,Carl Ellis
1047,Carl F. Hovde
1048,Carl F.H. Henry
1049,Carl Gustav Horn
1050,Carl Hiaasen
1051,Carl Joachim Friedrich
1052,Carl Plasa
1053,Carl Safina
1054,Carl Sagan
1055,Carl Sandburg
1056,Carl Senna
1057,Carl Zimmer
1058,Carla Jungquist
1059,Carla Kaplan
1060,Carla Lynn Stockton
1061,Carlene Fredericka Brennen
1062,Carlo Capararo
1063,Carlos A. Schwantes
1064,Carlos Alberto Gardini
1065,Carlos Castañeda
1066,Carlos Fuentes
1067,Carlos Garzon
1068,Carlos Marighella
1069,Carlos Martín Ramírez
1070,Carlos Meglia
1071,Carlos Milla Soler
1072,Carlos Ruiz Zafón
1073,Carlton Mellick III
1074,Carme Camps Monf
1075,Carmelina Payá
1076,Carol Adrienne
1077,Carol Belanger Grafton
1078,Carol Bloom Stevens
1079,Carol C. Haber
1080,Carol Christensen
1081,Carol Cosman
1082,Carol Dommermuth-Costa
1083,Carol Drinkwater
1084,Carol Emshwiller
1085,Carol Heyer
1086,Carol Higgins Clark
1087,Carol Howard
1088,Carol Kolb
1089,Carol Lee
1090,Carol Lloyd
1091,Carol Marinelli
1092,Carol McGreal
1093,Carol Phillips
1094,Carol Rondou
1095,Carol Ryrie Brink
1096,Carol Shields
1097,Carol Stock Kranowitz
1098,Carol T. Christ
1099,Carole Marsh
1100,Carole Matthews
1101,Carole Nelson Douglas
1102,Carolina Hospital
1103,Caroline Austen
1104,Caroline B. Cooney
1105,Caroline Denzler
1106,Caroline Fitzgerald
1107,Caroline Preston
1108,Caroline Sharp
1109,Carolly Erickson
1110,Carolyn  Andrews
1111,Carolyn Brown
1112,Carolyn Dewald
1113,Carolyn G. Heilbrun
1114,Carolyn Haywood
1115,Carolyn Keene
1116,Carolyn Korsmeyer
1117,Carolyn L. Gegor
1118,Carolyn McCarthy
1119,Carolyn McCormick
1120,Carolyn Meyer
1121,Carolyn Strom Collins
1122,Carolyn Wheat
1123,Carrie Channell
1124,Carrie Vaughn
1125,Carroll John Daly
1126,Carson McCullers
1127,Cary F. Baynes
1128,Caryl Emerson
1129,Casey Loe
1130,Cassandra Austen
1131,Cassandra Campbell
1132,Catharine M. Fishel
1133,Catharine Peters
1134,Catherine  Johnson
1135,Catherine Camus
1136,Catherine Chaine
1137,Catherine Cobham
1138,Catherine Coulter
1139,Catherine Foley
1140,Catherine Gilbert Murdock
1141,Catherine Hapka
1142,Catherine Hutter
1143,Catherine Liu
1144,Catherine Marshall
1145,Catherine Nichols
1146,Catherine Osborne
1147,Catherine Spencer
1148,Catherine Thimmesh
1149,Catherine Whitney
1150,Catherine de Zegher
1151,Catherynne M. Valente
1152,Cathleen Miller
1153,Cathy Kelly
1154,Cecelia Ahern
1155,Cecil Adams
1156,Cecil Day-Lewis
1157,Cecil Hemley
1158,Cecil Maurice Bowra
1159,Cecil Murphey
1160,Cecily von Ziegesar
1161,Cedric Belfrage
1162,Cedric Watts
1163,Celeste Bradley
1164,Celeste Davidson Mannis
1165,Cesare Beccaria
1166,Chad Fowler
1167,Chad Oliver
1168,Chaim Potok
1169,Chalmers Johnson
1170,Chandler Brossard
1171,Chanrithy Him
1172,Chantal Mouffe
1173,Chaosium Inc.
1174,Charlaine Harris
1175,Charlee Jacob
1176,Charles    Martin
1177,Charles   Johnson
1178,Charles   Wilson
1179,Charles  Green
1180,Charles  Lee
1181,Charles A. Coulombe
1182,Charles A. Peek
1183,Charles Alexander Moore
1184,Charles Alexander Robinson Jr.
1185,Charles Allen
1186,Charles Baudelaire
1187,Charles Baxter
1188,Charles Bowden
1189,Charles Boyce
1190,Charles Bukowski
1191,Charles Burns
1192,Charles C. Mann
1193,Charles Coulston Gillispie
1194,Charles Darwin
1195,Charles Dickens
1196,Charles E. Wilbour
1197,Charles F. Miller
1198,Charles Fanning
1199,Charles Flowers
1200,Charles Frazier
1201,Charles G. Waugh
1202,Charles Guignon
1203,Charles H. Wilson
1204,Charles Hegel
1205,Charles Hirshberg
1206,Charles J. Sykes
1207,Charles John Cutcliffe Wright Hyne
1208,Charles Johnston
1209,Charles Keegan
1210,Charles Kingsley
1211,Charles Lamb
1212,Charles Larson
1213,Charles Lockwood
1214,Charles M. Schulz
1215,Charles Mackay
1216,Charles Marowitz
1217,Charles McKeown
1218,Charles Moore
1219,Charles Neider
1220,Charles Osborne
1221,Charles P. Rubenstein
1222,Charles P. Zaglanis
1223,Charles Petzold
1224,Charles R. Forker
1225,Charles R. Johnson
1226,Charles R. Miller
1227,Charles R. Smith Jr.
1228,Charles R. Swindoll
1229,Charles R. Walker
1230,Charles Rembar
