book_genre_id,genre_id,book_id
213,9,34420
214,7,22448
215,11,477
216,7,27308
217,12,27167
218,5,27059
219,3,12036
220,7,10372
221,1,29404
222,10,26417
223,10,5213
224,6,359
225,7,9419
226,5,19844
227,11,42960
228,8,33973
229,6,3656
230,6,41497
231,8,11978
232,4,155
233,2,9516
234,12,17918
235,4,2267
236,7,37731
237,3,24155
238,7,18517
239,3,33331
240,8,11437
241,8,4907
242,2,30249
243,12,5691
244,12,20509
245,4,35987
246,10,43332
247,1,11492
248,10,36958
249,1,42885
250,8,19379
251,1,23303
252,12,6654
253,12,19578
254,1,14295
255,1,8290
256,3,28585
257,3,8137
258,4,26474
259,3,13347
260,10,5357
261,1,44145
262,9,32256
263,5,37569
264,4,14913
265,2,18486
266,4,37277
267,5,18288
268,10,30510
269,7,11176
270,11,4407
271,12,33751
272,6,14604
273,4,5169
274,7,14462
275,3,30639
276,4,31862
277,6,35543
278,1,38262
279,2,39622
280,9,16601
281,3,10778
282,2,8
283,5,15082
284,8,4397
285,12,27652
286,2,3409
287,3,16593
288,3,5159
289,3,6155
290,5,7806
291,2,6230
292,5,426
293,1,4803
294,4,4991
295,7,75
296,10,7055
297,10,45634
298,6,32880
299,4,14778
300,5,11565
301,5,12914
302,7,29164
303,8,16921
304,12,19099
305,9,9457
306,1,5356
307,7,38463
308,2,30162
309,6,30187
310,8,5094
311,1,14905
312,9,44644
313,3,14867
314,5,25359
315,9,17032
316,8,4803
317,11,39797
318,4,5330
319,7,16234
320,1,16181
321,7,42933
322,7,34157
323,1,21182
324,3,43994
325,7,35810
326,1,2802
327,3,39855
328,10,2296
329,11,11340
330,10,25201
331,10,31312
332,9,35465
333,4,35414
334,6,12461
335,9,19321
336,7,37417
337,6,24565
338,2,25016
339,11,14118
340,6,34299
341,4,14242
342,4,18089
343,10,25725
344,11,36715
345,6,15888
346,10,40941
347,10,37345
348,9,26591
349,3,19065
350,9,20879
351,7,2348
352,1,43841
353,8,18718
354,9,12650
355,4,13147
356,12,30143
357,1,3107
358,7,9072
359,2,31968
360,12,42155
361,6,21841
362,9,13276
363,1,14403
364,4,31476
365,7,32913
366,4,2304
367,4,25922
368,7,38643
369,2,3832
370,12,9184
371,2,823
372,6,6296
373,10,30590
374,2,9141
375,3,31316
376,10,29743
377,4,4997
378,10,11779
379,2,25179
380,2,29800
381,12,16989
382,12,6048
383,11,24394
384,7,26296
385,10,39309
386,2,5915
387,10,5174
388,9,6614
389,7,28563
390,12,24312
391,8,42519
392,4,43360
393,7,33904
394,8,37807
395,5,7321
396,7,31071
397,4,7266
398,3,31784
399,9,4119
400,3,44408
401,6,33762
402,8,25045
403,5,45119
404,9,30091
405,7,4331
406,3,411
407,7,30384
408,6,32534
409,7,11938
410,6,23114
411,11,22493
412,5,39399
413,6,28558
414,6,10663
415,5,15746
416,5,40020
417,11,44147
418,4,28902
419,11,23968
420,11,4799
421,10,13881
422,5,1516
423,11,44541
424,2,28471
425,8,13759
426,6,21611
427,7,42099
428,11,4099
429,6,1067
430,1,15827
431,8,24073
432,8,21277
433,9,33342
434,1,18013
435,7,413
436,11,40491
437,10,21508
438,9,24613
439,10,15937
440,8,9099
441,1,12964
442,6,16879
443,2,18119
444,10,26009
445,1,29917
446,6,36072
447,1,68
448,8,43255
449,1,30755
450,12,20972
451,7,27422
452,1,13833
453,9,2912
454,7,45250
455,9,11862
456,5,9919
457,11,27514
458,4,34460
459,2,1337
460,4,23920
461,4,10490
462,3,43994
463,9,6984
464,6,8582
465,8,1698
466,11,41231
467,3,28764
468,4,31876
469,10,9653
470,8,9920
471,4,39245
472,8,42662
473,2,31345
474,5,42573
475,8,44954
476,7,17366
477,10,3384
478,3,25494
479,6,39700
480,9,15719
481,3,17533
482,5,12852
483,6,4675
484,8,38593
485,1,16965
486,9,29580
487,7,22423
488,12,16329
489,8,14064
490,1,4434
491,4,7315
492,8,36434
493,3,37694
494,7,13923
495,8,77
496,3,8879
497,4,30969
498,6,40159
499,1,38313
500,7,25037
501,7,27399
502,5,16739
503,5,43673
504,11,9132
505,10,22831
506,3,28766
507,10,32668
508,1,19322
509,2,32929
510,12,32811
511,7,2868
512,6,12137
513,1,41814
514,6,15060
515,2,41070
516,2,40384
517,7,37530
518,3,28725
519,6,32532
520,8,36953
521,8,15276
522,12,40487
523,2,38924
524,11,42408
525,6,9929
526,7,4326
527,2,24836
528,1,37737
529,2,33550
530,5,6678
531,9,4955
532,11,34473
533,8,28559
534,10,15444
535,11,11002
536,2,6294
537,11,15806
538,7,35815
539,6,37426
540,2,43681
541,7,5176
542,1,22553
543,8,4991
544,10,22801
545,1,12555
546,2,5528
547,5,28054
548,10,4964
549,1,20394
550,12,30349
551,11,14320
552,2,5255
553,10,17349
554,5,5514
555,6,16790
556,9,3493
557,9,8953
558,1,25044
559,5,22656
560,3,19673
561,8,29497
562,8,21114
563,3,18556
564,11,16681
565,1,15138
566,11,38548
567,9,32975
568,10,13985
569,7,28227
570,4,16431
571,9,25365
572,1,23533
573,10,9141
574,4,45296
575,3,33440
576,11,12951
577,4,69
578,9,7815
579,3,13495
580,8,16292
581,4,3426
582,4,41861
583,8,44361
584,1,17762
585,4,18630
586,4,25154
587,8,23461
588,2,17059
589,6,7113
590,9,26913
591,1,42158
592,2,18942
593,7,2022
594,2,17635
595,6,35835
596,1,4803
597,6,36859
598,4,28561
599,11,33705
600,10,10075
601,4,43423
602,6,41463
603,11,38123
604,3,821
605,7,27457
606,4,204
607,12,10895
608,11,3105
609,3,34504
610,7,14476
611,11,30117
612,12,25563
613,7,23491
614,5,3829
615,11,14263
616,3,36641
617,9,599
618,10,2877
619,7,3822
620,2,9826
621,8,17582
622,11,14664
623,3,15045
624,9,28193
625,4,26197
626,7,36450
627,2,15276
628,3,4922
629,12,71
630,1,10002
631,2,6089
632,8,25810
633,11,28409
634,2,40425
635,1,30432
636,10,3770
637,3,12125
638,3,43017
639,7,977
640,9,24985
641,4,35437
642,11,34295
643,5,1698
644,10,33363
645,5,27491
646,7,27823
647,8,12424
648,1,19675
649,8,22338
650,4,28866
651,8,18136
652,7,38400
653,3,15698
654,6,44783
655,5,11162
656,12,34844
657,9,18718
658,8,6240
659,8,32181
660,3,12108
661,4,5890
662,1,3732
663,8,11432
664,12,39396
665,5,20957
666,3,28350
667,3,19078
668,5,12906
669,11,36157
670,5,11502
671,7,2400
672,11,30392
673,9,7420
674,4,29923
675,11,36399
676,5,987
677,10,23261
678,5,872
679,4,6339
680,12,3768
681,10,2236
682,3,7119
683,8,10620
684,9,7331
685,9,12630
686,10,19552
687,2,13463
688,3,295
689,6,9591
690,11,4135
691,11,18825
692,9,42819
693,9,35252
694,12,27005
695,9,26344
696,8,44801
697,10,39970
698,6,3014
699,3,12631
700,9,822
701,10,16448
702,3,22539
703,11,18923
704,6,26690
705,5,10783
706,11,13310
707,12,32561
708,8,23791
709,7,42622
710,6,299
711,4,45267
712,12,8704
713,6,34534
714,9,13991
715,6,42558
716,11,22284
717,1,27747
718,3,45557
719,7,5863
720,4,26439
721,4,2183
722,6,6905
723,1,32498
724,5,12646
725,4,37077
726,4,3357
727,4,10613
728,11,32854
729,6,9515
730,2,18077
731,1,159
732,6,28200
733,5,6745
734,9,35350
735,5,42915
736,11,44101
737,4,298
738,8,28074
739,2,20001
740,2,44382
741,12,26766
742,8,15468
743,11,15714
744,8,9539
745,6,40807
746,10,5821
747,1,12787
748,4,7321
749,4,4248
750,11,37027
751,4,14640
752,4,29362
753,6,38030
754,3,21747
755,3,249
756,9,2043
757,8,873
758,1,37067
759,11,37339
760,5,11436
761,1,29898
762,1,30348
763,1,13793
764,7,3687
765,2,44505
766,7,30370
767,2,45201
768,3,2552
769,2,13519
770,7,2860
771,7,5957
772,9,34299
773,7,12204
774,4,23582
775,1,3347
776,7,43826
777,12,30264
778,10,24836
779,11,31300
780,4,15817
781,4,11308
782,12,11707
783,9,3660
784,12,21295
785,4,1853
786,3,29470
787,2,10639
788,12,10993
789,7,12558
790,9,13867
791,1,44321
792,7,21608
793,3,5305
794,4,37538
795,8,12846
796,2,31462
797,11,6614
798,2,28441
799,9,43932
800,3,37603
801,2,22230
802,3,19662
803,1,41488
804,8,33957
805,9,30225
806,5,33667
807,10,13923
808,4,25880
809,6,43390
810,7,21437
811,8,117
812,10,11535
813,3,43177
814,11,3834
815,5,7552
816,12,18923
817,2,34938
818,10,11553
819,6,39266
820,4,31260
821,7,20547
822,10,29514
823,8,28729
824,11,24978
825,10,30859
826,11,37072
827,9,23922
828,2,7140
829,11,16580
830,10,11430
831,4,22135
832,11,4435
833,1,78
834,11,16312
835,9,30676
836,1,24769
837,2,18545
838,9,16656
839,3,38536
840,3,2701
841,1,22401
842,1,32829
843,9,17580
844,12,7453
845,10,5478
846,1,37343
847,9,21803
848,12,2814
849,8,19712
850,2,20157
851,6,3531
852,6,36822
853,3,25379
854,8,9539
855,1,27005
856,4,45592
857,4,16900
858,5,28372
859,6,9464
860,8,45018
861,2,33448
862,10,2257
863,7,10760
864,11,18882
865,9,9657
866,10,28637
867,2,32936
868,6,2495
869,9,29819
870,4,42408
871,9,38695
872,2,22197
873,11,16994
874,12,9423
875,3,24183
876,7,7777
877,11,9140
878,3,13018
879,3,13576
880,11,18253
881,3,22624
882,6,25344
883,10,15603
884,10,18488
885,6,22726
886,7,32129
887,6,1420
888,12,1664
889,6,16319
890,6,26147
891,3,18817
892,3,21070
893,3,43166
894,7,44536
895,10,32695
896,11,1198
897,11,16878
898,2,9151
899,10,14888
900,8,17292
901,3,10562
902,6,10412
903,7,799
904,6,13847
905,9,7815
906,5,17355
907,7,45252
908,6,31420
909,7,32552
910,11,6200
911,4,19803
912,7,31929
913,10,37619
914,9,10519
915,3,3409
916,2,50
917,11,18022
918,2,35100
919,7,204
920,10,41573
921,11,11702
922,7,6668
923,4,26252
924,9,34835
925,6,8510
926,4,21609
927,8,9735
928,4,15846
929,9,1554
930,2,28413
931,5,31307
932,9,30491
933,1,29043
934,3,7533
935,2,2557
936,5,8077
937,11,15430
938,1,9544
939,5,888
940,6,476
941,8,10217
942,4,34154
943,12,7679
944,3,37857
945,10,39077
946,1,3525
947,3,44086
948,5,32430
949,6,7898
950,6,23720
951,4,422
952,1,34766
953,4,244
954,10,27737
955,11,18547
956,2,31483
957,4,20775
958,2,41595
959,2,7048
960,1,22362
961,5,30602
962,9,15546
963,4,32096
964,11,13986
965,2,35581
966,1,41426
967,1,8974
968,7,10973
969,11,12703
970,4,2526
971,4,12240
972,8,7591
973,2,16501
974,7,30938
975,7,15900
976,8,30343
977,5,6527
978,1,26184
979,9,7663
980,9,11178
981,10,33159
982,4,18241
983,1,5027
984,12,32702
985,3,12622
986,9,22868
987,12,13470
988,10,33543
989,2,6460
990,4,39526
991,1,32812
992,11,13660
993,1,34503
994,7,870
995,2,33774
996,12,24767
997,4,13965
998,1,15973
999,8,26329
1000,2,9746
1001,8,4404
1002,5,32439
1003,8,18365
1004,5,36958
1005,12,32966
1006,10,37716
1007,4,11005
1008,2,619
1009,12,28766
1010,12,3850
1011,3,138
1012,1,44439
1013,3,1387
1014,12,33002
1015,11,3425
1016,4,7987
1017,3,38262
1018,2,12749
1019,11,2551
1020,4,15655
1021,4,15923
1022,9,27269
1023,7,42489
1024,7,13157
1025,7,39820
1026,5,38787
1027,12,38398
1028,5,41072
1029,8,35348
1030,7,22822
1031,1,12488
1032,9,45183
1033,10,42955
1034,5,40276
1035,4,7747
1036,11,25129
1037,6,39806
1038,10,25074
1039,4,34504
1040,6,20775
1041,2,20865
1042,11,30281
1043,7,3870
1044,12,23704
1045,9,14691
1046,1,827
1047,5,1937
1048,4,32298
1049,3,531
1050,11,22493
1051,5,21874
1052,1,3985
1053,3,40132
1054,10,22126
1055,1,2933
1056,9,12114
1057,2,24626
1058,1,1521
1059,10,30353
1060,5,32122
1061,5,30107
1062,6,3603
1063,5,34462
1064,12,15655
1065,10,25841
1066,2,22538
1067,5,10895
1068,12,11650
1069,8,37053
1070,10,40260
1071,5,22557
1072,8,2595
1073,1,27727
1074,10,27399
1075,9,15544
1076,12,1433
1077,6,3144
1078,7,38262
1079,2,22401
1080,4,25419
1081,3,30597
1082,5,10403
1083,11,53
1084,7,22226
1085,8,16468
1086,1,2056
1087,6,40217
1088,5,7581
1089,11,42424
1090,10,24620
1091,2,25048
1092,3,8801
1093,3,2281
1094,4,32370
1095,5,37349
1096,5,36952
1097,3,45223
1098,11,38633
1099,12,23849
1100,5,12009
1101,8,30413
1102,12,24836
1103,9,1814
1104,8,10233
1105,9,2077
1106,2,40215
1107,4,26314
1108,6,32682
1109,7,1947
1110,1,8230
1111,3,34521
1112,5,13752
1113,4,2123
1114,6,42417
1115,12,45382
1116,8,5439
1117,5,13586
1118,3,5886
1119,8,6311
1120,3,40483
1121,8,10654
1122,10,33922
1123,11,41611
1124,10,42915
1125,2,8162
1126,10,5660
1127,4,27194
1128,9,5174
1129,12,25407
1130,11,11655
1131,10,12412
1132,12,829
1133,8,1843
1134,9,6110
1135,1,35925
1136,8,11574
1137,8,23454
1138,11,27438
1139,1,30094
1140,4,17056
1141,1,3711
1142,2,25807
1143,7,18315
1144,3,15216
1145,11,12918
1146,5,35986
1147,12,29917
1148,12,10787
1149,12,42641
1150,1,25150
1151,12,11613
1152,1,37272
1153,2,7104
1154,9,4953
1155,3,31089
1156,2,17697
1157,10,35252
1158,4,29971
1159,5,12034
1160,5,6553
1161,8,23920
1162,6,34324
1163,12,33029
1164,1,2727
1165,4,32439
1166,9,45267
1167,11,29597
1168,12,11222
1169,12,13611
1170,1,27543
1171,9,20812
1172,6,21545
1173,4,11137
1174,4,357
1175,5,8285
1176,9,17654
1177,1,32946
1178,9,20895
1179,3,8540
1180,11,37363
1181,10,37860
1182,12,20749
1183,5,13623
1184,9,9464
1185,12,1305
1186,3,10778
1187,4,43780
1188,7,9019
1189,4,31491
1190,1,41495
1191,11,28979
1192,10,19439
1193,3,10797
1194,3,16721
1195,2,5598
1196,3,19382
1197,10,1327
1198,9,13719
1199,8,36447
1200,1,13147
1201,4,42438
1202,7,25016
1203,3,25359
1204,4,35244
1205,1,1053
1206,8,14173
1207,9,4070
1208,9,35888
1209,6,4656
1210,5,40312
1211,5,11262
1212,12,29150
1213,8,44361
1214,4,5756
1215,1,9531
1216,12,41537
1217,1,53
1218,4,23404
1219,9,30633
1220,7,29588
1221,8,17675
1222,4,15245
1223,1,22724
1224,1,13040
1225,2,20809
1226,2,17803
1227,9,32715
1228,10,7681
1229,5,5826
1230,7,12195
1231,6,30271
1232,12,27588
1233,11,40452
1234,3,40530
1235,9,37305
1236,3,19858
1237,6,650
1238,6,10539
1239,3,599
1240,8,3858
1241,6,10976
1242,11,39796
1243,8,3574
1244,11,34284
1245,12,6138
1246,9,44296
1247,2,19823
1248,8,31864
1249,8,815
1250,3,4633
1251,7,6748
1252,4,41695
1253,5,21114
1254,6,18710
1255,3,38593
1256,10,15650
1257,10,31437
1258,1,31695
1259,8,32456
1260,12,21703
1261,2,18832
1262,5,28827
1263,10,5322
1264,4,14663
1265,11,12375
1266,2,34241
1267,9,28418
1268,11,42924
1269,8,17328
1270,1,27523
1271,12,41999
1272,2,33914
1273,12,8249
1274,12,3557
1275,4,9013
1276,9,24521
1277,1,15925
1278,5,42410
1279,1,14319
1280,5,25440
1281,2,28022
1282,8,25344
1283,4,20240
1284,12,5479
1285,3,26474
1286,9,15104
1287,5,10712
1288,9,285
1289,12,41697
1290,11,17946
1291,10,33491
1292,12,13995
1293,7,8501
1294,8,45036
1295,7,28074
1296,9,28272
1297,2,43475
1298,3,3042
1299,3,17188
1300,3,35428
1301,2,35986
1302,5,7126
1303,6,3103
1304,2,40928
1305,12,19712
1306,4,31823
1307,5,2499
1308,6,34262
1309,6,17893
1310,7,8515
1311,7,22632
1312,8,27831
1313,3,1555
1314,8,5213
1315,8,6180
1316,10,25868
1317,12,35975
1318,3,4399
1319,2,3011
1320,11,41649
1321,11,4008
1322,11,13530
1323,4,11686
1324,10,4424
1325,6,19337
1326,7,4675
1327,5,17891
1328,4,11499
1329,10,5015
1330,12,9746
1331,4,32773
1332,3,25246
1333,10,38230
1334,8,2049
1335,5,34050
1336,3,32561
1337,5,19382
1338,2,888
1339,11,32505
1340,5,25672
1341,6,463
1342,3,9262
1343,1,12912
1344,7,11604
1345,11,32110
1346,4,28639
1347,2,16601
1348,12,42891
1349,5,17890
1350,7,11277
1351,7,29746
1352,2,13521
1353,10,76
1354,3,10545
1355,9,13551
1356,1,29960
1357,1,28862
1358,6,44896
1359,11,4866
1360,10,7724
1361,3,14705
1362,10,24703
1363,12,7586
1364,1,21613
1365,11,5230
1366,3,11047
1367,6,5289
1368,10,13842
1369,4,10885
1370,12,7742
1371,9,37603
1372,11,30241
1373,2,19847
1374,6,12401
1375,10,9444
1376,9,8141
1377,10,33538
1378,7,19687
1379,4,1364
1380,6,7974
1381,5,35811
1382,11,28805
1383,8,30233
1384,11,21277
1385,10,8628
1386,9,26197
1387,2,45516
1388,10,4394
1389,8,29920
1390,11,35332
1391,5,33699
1392,2,6425
1393,5,37057
1394,3,21327
1395,4,39795
1396,2,34312
1397,6,29545
1398,5,29705
1399,11,22633
1400,12,33869
1401,5,25672
1402,6,35757
1403,2,26301
1404,8,4955
1405,5,24634
1406,9,13881
1407,9,29947
1408,2,38070
1409,7,32768
1410,5,2613
1411,6,24255
1412,5,5770
1413,8,21756
1414,8,30639
1415,12,33774
1416,6,5896
1417,10,23601
1418,8,870
1419,10,23032
1420,6,19474
1421,8,32899
1422,10,32488
1423,9,33978
1424,1,987
1425,12,33557
1426,9,8141
1427,9,43706
1428,6,38399
1429,12,42661
1430,9,23913
1431,7,21823
1432,4,5051
1433,7,29164
1434,4,14786
1435,12,12263
1436,2,14258
1437,7,43342
1438,11,25494
1439,10,15535
1440,8,43499
1441,6,33953
1442,9,11980
1443,12,27503
1444,10,21318
1445,1,19445
1446,6,16300
1447,11,29971
1448,2,24438
1449,11,10691
1450,5,30429
1451,2,670
1452,2,12879
1453,3,869
1454,1,43547
1455,9,38311
1456,12,23721
1457,12,32453
1458,6,11535
1459,5,23591
1460,5,17362
1461,11,6511
1462,1,25426
1463,12,4259
1464,8,19178
1465,11,5700
1466,11,30677
1467,4,1801
1468,3,36859
1469,11,11907
1470,11,237
1471,5,21683
1472,6,3797
1473,10,30232
1474,4,6419
1475,1,8895
1476,3,18853
1477,11,9981
1478,11,23697
1479,6,16947
1480,10,44567
1481,4,20234
1482,10,27579
1483,8,20971
1484,7,42662
1485,10,348
1486,1,43324
1487,5,18395
1488,12,23708
1489,3,25307
1490,11,31992
1491,7,28193
1492,8,16961
1493,4,32682
1494,7,17735
1495,5,40286
1496,2,43963
1497,5,24953
1498,8,15901
1499,5,33131
1500,12,35475
1501,9,16602
1502,10,39004
1503,9,17035
1504,10,155
1505,5,16806
1506,3,17837
1507,4,19668
1508,8,42926
1509,12,21343
1510,6,17890
1511,9,15111
1512,8,19560
1513,4,2043
1514,12,22027
1515,7,19686
1516,10,28052
1517,3,44936
1518,10,41069
1519,8,41689
1520,9,14934
1521,8,30262
1522,9,11949
1523,11,31102
1524,6,29993
1525,10,27000
1526,2,5890
1527,9,20241
1528,3,27652
1529,2,31305
1530,8,11290
1531,9,3837
1532,8,37854
1533,6,41085
1534,5,19068
1535,3,43287
1536,4,16208
1537,10,28485
1538,1,24604
1539,4,25810
1540,6,32835
1541,2,24221
1542,12,36064
1543,4,29545
1544,2,14168
1545,6,25663
1546,2,17998
1547,8,40138
1548,8,17986
1549,6,11669
1550,1,27422
1551,10,21214
1552,8,40214
1553,9,40033
1554,2,31578
1555,12,12352
1556,12,37023
1557,11,2093
1558,10,39913
1559,10,3841
1560,7,38340
1561,1,25226
1562,12,14490
1563,4,20957
1564,3,37106
1565,3,21991
1566,10,20657
1567,1,13374
1568,12,29396
1569,4,9462
1570,2,5198
1571,10,38501
1572,12,421
1573,7,43594
1574,7,30092
1575,4,3388
1576,10,28429
1577,12,7772
1578,10,13489
1579,2,32065
1580,7,9590
1581,6,9677
1582,4,23722
1583,6,214
1584,10,8508
1585,2,32561
1586,4,1059
1587,9,28766
1588,1,13033
1589,1,107
1590,6,7938
1591,5,13342
1592,4,34443
1593,10,24562
1594,5,24898
1595,1,10992
1596,8,5853
1597,2,22967
1598,5,13994
1599,8,5186
1600,12,2702
1601,5,28538
1602,10,33869
1603,2,31929
1604,8,30403
1605,3,8813
1606,5,4524
1607,3,8917
1608,4,32639
1609,3,38585
1610,12,5139
1611,8,27297
1612,4,10785
1613,11,29286
1614,1,34524
1615,12,1463
1616,7,6106
1617,8,12013
1618,11,18803
1619,12,28026
1620,1,22896
1621,9,4407
1622,7,40152
1623,5,29022
1624,12,42547
1625,7,17675
1626,9,4261
1627,11,41555
1628,7,109
1629,10,39242
1630,3,24298
1631,4,42018
1632,2,968
1633,3,20179
1634,10,38874
1635,1,7845
1636,3,14691
1637,7,5217
1638,7,22473
1639,4,30065
1640,12,15731
1641,7,22868
1642,3,29128
1643,12,41105
1644,7,8062
1645,8,5374
1646,10,8922
1647,7,42357
1648,8,17544
1649,3,13979
1650,2,25510
1651,1,30383
1652,4,14946
1653,6,2319
1654,4,16183
1655,11,31836
1656,10,18119
1657,12,25299
1658,4,1441
1659,11,12829
1660,6,30250
1661,8,7430
1662,6,19118
1663,9,27647
1664,9,37277
1665,11,25174
1666,3,30590
1667,2,21143
1668,9,18427
1669,9,32836
1670,4,24058
1671,6,14729
1672,7,45113
1673,10,37808
1674,12,17022
1675,2,298
1676,7,28859
1677,6,42926
1678,5,656
1679,11,7370
1680,3,33291
1681,5,17267
1682,3,21763
1683,9,26833
1684,3,37630
1685,3,35986
1686,10,40997
1687,9,38686
1688,9,1850
1689,6,16276
1690,2,23526
1691,6,36071
1692,11,13743
1693,10,8541
1694,6,26211
1695,11,10519
1696,9,12457
1697,7,5826
1698,7,23706
1699,10,5812
1700,12,1312
1701,4,28289
1702,10,2028
1703,7,6815
1704,4,22076
1705,12,16340
1706,8,11919
1707,12,166
1708,8,33017
1709,7,44030
1710,5,28004
1711,6,8860
1712,5,11399
1713,8,37516
1714,1,38686
1715,6,8834
1716,11,9811
1717,5,45511
1718,6,6526
1719,9,18628
1720,1,24820
1721,4,10029
1722,9,13074
1723,4,37585
1724,11,6414
1725,8,35787
1726,6,28854
1727,9,8146
1728,6,32768
1729,8,89
1730,11,27420
1731,10,13488
1732,12,17671
1733,6,29506
1734,3,11136
1735,12,6721
1736,10,3665
1737,5,6919
1738,6,27500
1739,3,44011
1740,1,19672
1741,10,15826
1742,8,27574
1743,11,33007
1744,11,24923
1745,1,16621
1746,11,1296
1747,10,26697
1748,11,25565
1749,8,656
1750,1,16371
1751,7,34284
1752,10,7339
1753,6,32668
1754,10,6107
1755,11,3631
1756,5,18812
1757,3,21581
1758,12,42444
1759,8,27150
1760,7,4488
1761,6,7793
1762,1,18132
1763,9,23740
1764,7,6854
1765,5,13631
1766,12,244
1767,2,18362
1768,4,33131
1769,4,16887
1770,11,22590
1771,6,30821
1772,8,17673
1773,3,9349
1774,4,16393
1775,9,2430
1776,9,37905
1777,2,201
1778,3,8742
1779,2,11571
1780,9,37734
1781,7,15581
1782,7,4692
1783,4,19295
1784,10,21550
1785,3,36072
1786,12,35465
1787,10,27036
1788,12,37032
1789,12,30337
1790,3,45634
1791,10,27347
1792,9,9666
1793,2,4394
1794,7,27266
1795,1,3471
1796,5,6341
1797,11,33507
1798,6,12725
1799,7,16739
1800,4,30
1801,8,30567
1802,6,31638
1803,6,15348
1804,6,36072
1805,6,24096
1806,1,968
1807,7,13611
1808,12,12477
1809,11,12335
1810,9,10324
1811,10,5316
1812,10,40631
1813,10,12321
1814,7,31171
1815,1,2962
1816,3,30755
1817,6,2267
1818,4,22916
1819,5,8255
1820,12,45312
1821,4,13486
1822,9,19510
1823,12,1318
1824,11,2654
1825,11,45205
1826,2,22595
1827,7,30348
1828,2,36160
1829,8,36904
1830,10,39105
1831,6,24052
1832,9,22026
1833,2,16702
1834,3,3859
1835,1,34523
1836,7,27310
1837,3,32964
1838,10,30246
1839,1,10796
1840,5,11399
1841,10,34480
1842,11,19350
1843,12,18489
1844,12,10718
1845,1,11796
1846,3,12035
1847,7,9345
1848,11,31878
1849,7,13544
1850,1,18640
1851,5,31839
1852,11,45112
1853,5,40573
1854,3,13575
1855,12,599
1856,6,40459
1857,8,180
1858,9,14741
1859,10,16464
1860,6,25102
1861,4,11372
1862,5,7909
1863,7,5713
1864,11,12546
1865,7,13148
1866,6,30367
1867,9,34908
1868,1,4686
1869,2,41592
1870,12,18639
1871,9,42854
1872,10,17152
1873,10,16697
1874,10,38211
1875,7,12049
1876,11,12546
1877,1,12155
1878,1,16627
1879,2,24052
1880,6,466
1881,11,38709
